recording_id,file_path,source_file,machine_type,machine_id,condition,classification_included,anomaly_included,snr_db,channel,sample_rate,duration_seconds,num_samples,sha256
fan_id_00_normal_00000025_80da26572c,audio/fan/id_00/normal/00000025.wav,0_dB_fan/fan/id_00/normal/00000025.wav,fan,id_00,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,c96df6c199b4a8be27c826fa565ca148e59d3a8acbfae52c67229c0a906aadc6
fan_id_00_normal_00000114_d54f14163d,audio/fan/id_00/normal/00000114.wav,0_dB_fan/fan/id_00/normal/00000114.wav,fan,id_00,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,6971e66bdbe0226c2e395a99ab040cb43f2773fc3e14b8e2acc168639dd7b0ce
fan_id_00_normal_00000281_6806346013,audio/fan/id_00/normal/00000281.wav,0_dB_fan/fan/id_00/normal/00000281.wav,fan,id_00,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,271b6d2c616ef3cb386d0f94c7156d61840b37aecb2115ed97076656cab427fd
fan_id_00_normal_00000654_fef64253bd,audio/fan/id_00/normal/00000654.wav,0_dB_fan/fan/id_00/normal/00000654.wav,fan,id_00,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,258bd839279e9bce632950c4ff241870c1129c5c4077e4f6e8477d11ad2e82b3
fan_id_00_normal_00000759_f3d1f62a23,audio/fan/id_00/normal/00000759.wav,0_dB_fan/fan/id_00/normal/00000759.wav,fan,id_00,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,455333f6dc33a69a408ecc5b6065daad1badd0393ce6528a700329bd64ef96d8
fan_id_02_normal_00000104_fa2b51f6d1,audio/fan/id_02/normal/00000104.wav,0_dB_fan/fan/id_02/normal/00000104.wav,fan,id_02,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,3aa4855c2077c5271b54fc54f1a69fdbe3131436add11bb5f4355a9d8abee3ff
fan_id_02_normal_00000142_e127a88a5e,audio/fan/id_02/normal/00000142.wav,0_dB_fan/fan/id_02/normal/00000142.wav,fan,id_02,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,1c61cab435062a8df2e295abed3c95820c26f9ac56460143e8bb9877b888987c
fan_id_02_normal_00000228_f813506c14,audio/fan/id_02/normal/00000228.wav,0_dB_fan/fan/id_02/normal/00000228.wav,fan,id_02,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,07bfc162e39131e088844317b11ee36f6ea24d954bc6e593ecb152c9754fa549
fan_id_02_normal_00000250_9d08e83e08,audio/fan/id_02/normal/00000250.wav,0_dB_fan/fan/id_02/normal/00000250.wav,fan,id_02,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,1b1121d8f60a9c0919e4f450ed42d9b49f3269a1afa84ad2f46d8f6b25c739a2
fan_id_02_normal_00000754_9d993fbe90,audio/fan/id_02/normal/00000754.wav,0_dB_fan/fan/id_02/normal/00000754.wav,fan,id_02,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,299e961d7cf75e7ff2f7592e10b32c21be73da911cc06d11df4f7ce10febc009
fan_id_04_normal_00000061_18677055f3,audio/fan/id_04/normal/00000061.wav,0_dB_fan/fan/id_04/normal/00000061.wav,fan,id_04,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,7caa11224d398ec38115e4ab5990608a072ef5eb5d8cd343770d549682d899c5
fan_id_04_normal_00000065_c226d11c1b,audio/fan/id_04/normal/00000065.wav,0_dB_fan/fan/id_04/normal/00000065.wav,fan,id_04,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,d5d1df0a554513b4a9a9d9f25391d529f0038a4528d3731cb495fbd2ed8ac1e2
fan_id_04_normal_00000178_ca8ff9d839,audio/fan/id_04/normal/00000178.wav,0_dB_fan/fan/id_04/normal/00000178.wav,fan,id_04,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,92000b75012e0631188664f7244ba48dc49b1077dd142dbb331718d4c5eabe0d
fan_id_04_normal_00000191_f7e374c377,audio/fan/id_04/normal/00000191.wav,0_dB_fan/fan/id_04/normal/00000191.wav,fan,id_04,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,55d87cc5f89e0fdd9717db9bb040e410c015ad430b16ee555b66965deab1c0bb
fan_id_04_normal_00000864_2452e9dfad,audio/fan/id_04/normal/00000864.wav,0_dB_fan/fan/id_04/normal/00000864.wav,fan,id_04,normal,True,False,0,microphone_channel_1,16000,10.000000,160000,45b17146a9829aea29df6848c6d4e3b7a72dced6cc0deb1193dc0d2708163488
fan_id_06_anomaly_00000024_29bbd72c01,audio/fan/id_06/anomaly/00000024.wav,0_dB_fan/fan/id_06/abnormal/00000024.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,2c6d869dce0e9e354c4b8c0c355a2d07dd1ba2c29b7b65cf8c6597e2020ceb93
fan_id_06_anomaly_00000046_e214f389a6,audio/fan/id_06/anomaly/00000046.wav,0_dB_fan/fan/id_06/abnormal/00000046.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,58321f8c470ad72710a29ca2d2664e5a92f68943c267f6a679e41462909cc5be
fan_id_06_anomaly_00000056_441cb6afa4,audio/fan/id_06/anomaly/00000056.wav,0_dB_fan/fan/id_06/abnormal/00000056.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,2909e81ca51a0cae2a55f96d6cb389097d0e3f112346db60fee4da1bde7e18f0
fan_id_06_anomaly_00000070_c73f846683,audio/fan/id_06/anomaly/00000070.wav,0_dB_fan/fan/id_06/abnormal/00000070.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,73bbd8b0798411d4e19ea1c6428df2b8f2342c7abef00c6d300131ba4a565ea5
fan_id_06_anomaly_00000078_7fa8c854a8,audio/fan/id_06/anomaly/00000078.wav,0_dB_fan/fan/id_06/abnormal/00000078.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,eee5abdbfd154ceb2de87a595aa76266c2aa8855e6d1676dafe098c1f3df9a81
fan_id_06_anomaly_00000081_6f57ba899d,audio/fan/id_06/anomaly/00000081.wav,0_dB_fan/fan/id_06/abnormal/00000081.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,f92a266551d91235ae6bd8f235e1b1c1b4d0246cba88b3000c98b91fea918e5d
fan_id_06_anomaly_00000112_c91360a285,audio/fan/id_06/anomaly/00000112.wav,0_dB_fan/fan/id_06/abnormal/00000112.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,38ffaaa53dfc84d0ff6937014215e48ba3b5c3b02b53205d36028f2d7ba0a7dc
fan_id_06_anomaly_00000126_d8b6f5bb51,audio/fan/id_06/anomaly/00000126.wav,0_dB_fan/fan/id_06/abnormal/00000126.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,da6019b939aacb5555e45172e7bba0184c6c6c2eed77332d57be7b9ba69d385a
fan_id_06_anomaly_00000134_dfc9a31d5e,audio/fan/id_06/anomaly/00000134.wav,0_dB_fan/fan/id_06/abnormal/00000134.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,e426e8fe2e066d4c1c82fc4220b8b69d26be7553c63971e7e8a84fad7468251f
fan_id_06_anomaly_00000185_874f9e002b,audio/fan/id_06/anomaly/00000185.wav,0_dB_fan/fan/id_06/abnormal/00000185.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,92e811b7afa77857388619fb7655ac338c54906ee4f1924b4753c250c8bc1ba0
fan_id_06_anomaly_00000204_1507d2dac4,audio/fan/id_06/anomaly/00000204.wav,0_dB_fan/fan/id_06/abnormal/00000204.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,1b9a120228434ace28399f1e0d37391e151f7a7a26757dad15a6039b0bc48212
fan_id_06_anomaly_00000219_649c6d887b,audio/fan/id_06/anomaly/00000219.wav,0_dB_fan/fan/id_06/abnormal/00000219.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,2d555b755e9a25c92c9af473382e7ed27a1d2146c6e2743551b8c91222c4bb72
fan_id_06_anomaly_00000252_6ce5aaa94d,audio/fan/id_06/anomaly/00000252.wav,0_dB_fan/fan/id_06/abnormal/00000252.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,e5023ce789c2e64982aa3074b53f334fd050e6be1bb27ddf26b316b1244023df
fan_id_06_anomaly_00000260_4fb37db226,audio/fan/id_06/anomaly/00000260.wav,0_dB_fan/fan/id_06/abnormal/00000260.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,6d4675888eb2ed97e96635d19810fad5d1c9a7512dacc0846764f6afbb18f55b
fan_id_06_anomaly_00000275_6772b58c4e,audio/fan/id_06/anomaly/00000275.wav,0_dB_fan/fan/id_06/abnormal/00000275.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,f5c770515ed0f4f39502365696b4b77b8a983ed37cd0962bf88f41b32d1c8c77
fan_id_06_anomaly_00000287_b47660e2f9,audio/fan/id_06/anomaly/00000287.wav,0_dB_fan/fan/id_06/abnormal/00000287.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,b7052f80910b341b50932ea1d02f6f84aa9f50a21280b28a2a02098d49472af7
fan_id_06_anomaly_00000298_6317c68f83,audio/fan/id_06/anomaly/00000298.wav,0_dB_fan/fan/id_06/abnormal/00000298.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,c159372eadcdeb1c2e19d987d473805666e5db2383785ef42aece97c7525ff1b
fan_id_06_anomaly_00000299_1c873d84d9,audio/fan/id_06/anomaly/00000299.wav,0_dB_fan/fan/id_06/abnormal/00000299.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,65040c58896c416218110f7d3fb6cfd534726bae9ebeed33d5984199ac666421
fan_id_06_anomaly_00000321_89fd76e111,audio/fan/id_06/anomaly/00000321.wav,0_dB_fan/fan/id_06/abnormal/00000321.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,c6a81500f8a8f8816b0ee49fb3146d63dc4f3a99031a0742d4d443b938c99ba6
fan_id_06_anomaly_00000348_d180a687b5,audio/fan/id_06/anomaly/00000348.wav,0_dB_fan/fan/id_06/abnormal/00000348.wav,fan,id_06,anomaly,False,True,0,microphone_channel_1,16000,10.000000,160000,b40d9f7686efe93c4a52c671dbee21db2168ed2002e5558dcc3d38b761245a0e
fan_id_06_normal_00000027_845484d015,audio/fan/id_06/normal/00000027.wav,0_dB_fan/fan/id_06/normal/00000027.wav,fan,id_06,normal,True,True,0,microphone_channel_1,16000,10.000000,160000,b11f0108f9f0a8fd7cae63ad030fecc3adcd06b0a1b99e9bb681f640aeabeb79
fan_id_06_normal_00000033_05425c3eb3,audio/fan/id_06/normal/00000033.wav,0_dB_fan/fan/id_06/normal/00000033.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,6ab4506b193f39324e098ade297e4e675c8861b2d48ef153debda8dd555c235c
fan_id_06_normal_00000058_43494247da,audio/fan/id_06/normal/00000058.wav,0_dB_fan/fan/id_06/normal/00000058.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,e868c6ba27620a385e3ce580e08f0dd1ef996618167027412c8620dc21e52e41
fan_id_06_normal_00000068_b5040f32b7,audio/fan/id_06/normal/00000068.wav,0_dB_fan/fan/id_06/normal/00000068.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,e922c316d044f88b8d87f2c0a6ee582d0a9a9d22df1a476d68307b4d0e46239c
fan_id_06_normal_00000143_c8b04f04d5,audio/fan/id_06/normal/00000143.wav,0_dB_fan/fan/id_06/normal/00000143.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,2edaedee69e617bb89e83a2b5b0ab0a196b5891f7e6f7d2c3b2388aeef10e9c7
fan_id_06_normal_00000147_a4cb346a2c,audio/fan/id_06/normal/00000147.wav,0_dB_fan/fan/id_06/normal/00000147.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,828abd496159c8887b97391322e1406cfec1dfeadf791f7168308b35635bda1c
fan_id_06_normal_00000168_3cca4d259f,audio/fan/id_06/normal/00000168.wav,0_dB_fan/fan/id_06/normal/00000168.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,0f089a7b2b048dee8c8f8d2c4aab21b5252f40297b80f9a3df83fbbf048425f6
fan_id_06_normal_00000176_c1cfed1314,audio/fan/id_06/normal/00000176.wav,0_dB_fan/fan/id_06/normal/00000176.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,d29297f78d9e972c93606192d7e5d25ce82e5c8555475115038741a68ba9942b
fan_id_06_normal_00000217_cfa7994835,audio/fan/id_06/normal/00000217.wav,0_dB_fan/fan/id_06/normal/00000217.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,313640f0278b98f00384ca8a8f8cd0dd146a61ddc84afd52b19b8cc006574c27
fan_id_06_normal_00000218_5f9dc372ac,audio/fan/id_06/normal/00000218.wav,0_dB_fan/fan/id_06/normal/00000218.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,d4805d4c49591b121339b8471d23bea7b0dc9ec62fbac7e4bb40a38a77fc874f
fan_id_06_normal_00000223_fd7f075bb1,audio/fan/id_06/normal/00000223.wav,0_dB_fan/fan/id_06/normal/00000223.wav,fan,id_06,normal,True,True,0,microphone_channel_1,16000,10.000000,160000,613b7dd8a4a2d4d7049449c568c3dcf421ffe4d9cede3604a014e9507ed7b676
fan_id_06_normal_00000226_0b85c8c5b0,audio/fan/id_06/normal/00000226.wav,0_dB_fan/fan/id_06/normal/00000226.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,47e09929ee78923239df21a6d50435672fd9b1aae8a26cdc9c3da916d4bb07d6
fan_id_06_normal_00000236_75f6a89271,audio/fan/id_06/normal/00000236.wav,0_dB_fan/fan/id_06/normal/00000236.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,cf61829f336e20a116b39bf86b0ca87e5f6de03f517799a7887ffc129024856f
fan_id_06_normal_00000238_ac05d55323,audio/fan/id_06/normal/00000238.wav,0_dB_fan/fan/id_06/normal/00000238.wav,fan,id_06,normal,True,True,0,microphone_channel_1,16000,10.000000,160000,56beed1b19cf130d588e3f4890824a1a1ed4cd16d5d08f477a1095975a0c2095
fan_id_06_normal_00000253_0932e1a24f,audio/fan/id_06/normal/00000253.wav,0_dB_fan/fan/id_06/normal/00000253.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,87bbc5fe4baf502dbfe23f73959ffbd02cff6f49dd03038587030f03e921cd24
fan_id_06_normal_00000274_0539f89179,audio/fan/id_06/normal/00000274.wav,0_dB_fan/fan/id_06/normal/00000274.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,278e87c6015d78790b390570a996b501f62ce13632e9b44485bda7720bf84870
fan_id_06_normal_00000277_4359786550,audio/fan/id_06/normal/00000277.wav,0_dB_fan/fan/id_06/normal/00000277.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,14765b985a695bcfb68617eb373f0d0d93e8892af36d1518c48496c7b614254a
fan_id_06_normal_00000279_e4388dbbee,audio/fan/id_06/normal/00000279.wav,0_dB_fan/fan/id_06/normal/00000279.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,940efa8b3115878ca9590cfdedd88e716b6a36264e7537b7b6fefb8cf97ca5f2
fan_id_06_normal_00000325_c2dd5817bf,audio/fan/id_06/normal/00000325.wav,0_dB_fan/fan/id_06/normal/00000325.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,5135f52cc2fd03d6a347829a0ddfa6a9327e70a26bfd1b1978cef35f94ad8804
fan_id_06_normal_00000326_983d49ee63,audio/fan/id_06/normal/00000326.wav,0_dB_fan/fan/id_06/normal/00000326.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,029cc8360fc2d7b3d49a6dde5f5671eda8051cb535cf551970c54565025d66c3
fan_id_06_normal_00000335_f672749500,audio/fan/id_06/normal/00000335.wav,0_dB_fan/fan/id_06/normal/00000335.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,3ee5b85d6ab058ff50d78151fe94503233a3038fd2668f563deee6601f3890d0
fan_id_06_normal_00000391_327a21fe4d,audio/fan/id_06/normal/00000391.wav,0_dB_fan/fan/id_06/normal/00000391.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,e0c2a6fc88c397a781e698f69f6e09af30bff122cb282253a9475821bb8c9fcd
fan_id_06_normal_00000408_71ee3c5fea,audio/fan/id_06/normal/00000408.wav,0_dB_fan/fan/id_06/normal/00000408.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,b7e59727b6378092d70e7bcdc45281edff14bff9ee5eee75d8c7fd0947b66503
fan_id_06_normal_00000413_643d865c1c,audio/fan/id_06/normal/00000413.wav,0_dB_fan/fan/id_06/normal/00000413.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,66dac12e299e6226e81d8a4cdc8095be470f58b3f43f25b40101351671e55108
fan_id_06_normal_00000472_e97cf7c5cf,audio/fan/id_06/normal/00000472.wav,0_dB_fan/fan/id_06/normal/00000472.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,ca8a0e6f0f7473c2247e4b00d654677d33764ed11472c54f12b949c37dab5a57
fan_id_06_normal_00000476_c6b5df3928,audio/fan/id_06/normal/00000476.wav,0_dB_fan/fan/id_06/normal/00000476.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,93fac3564770f2a207710e4450254d70306157e631d201a14188f520dde7c45f
fan_id_06_normal_00000514_f475267c1c,audio/fan/id_06/normal/00000514.wav,0_dB_fan/fan/id_06/normal/00000514.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,1f0745dcb148eaead913b87885905fe6e95eaef74e48216943399d21a0d76da8
fan_id_06_normal_00000517_eca461d1f5,audio/fan/id_06/normal/00000517.wav,0_dB_fan/fan/id_06/normal/00000517.wav,fan,id_06,normal,True,True,0,microphone_channel_1,16000,10.000000,160000,4b133a8ab1f580e6fb141839cbe73ddb44de473bd063164df1c78cefb80358b4
fan_id_06_normal_00000550_76e3b9906c,audio/fan/id_06/normal/00000550.wav,0_dB_fan/fan/id_06/normal/00000550.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,f8067bd270c6a180b7590f64e46e610f9ed7c3b89910e05a6d71322cfef7567d
fan_id_06_normal_00000574_1f039c1c6a,audio/fan/id_06/normal/00000574.wav,0_dB_fan/fan/id_06/normal/00000574.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,bcd7aa6088575e51a36811cc4c61e765609beb82b55e3cd07d22d788691512bc
fan_id_06_normal_00000584_fc93f9e955,audio/fan/id_06/normal/00000584.wav,0_dB_fan/fan/id_06/normal/00000584.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,40b1c74330940dc302b4fcca6d33f0388f18f83595e255704dfd7a400f6a65a9
fan_id_06_normal_00000616_c2fccadda3,audio/fan/id_06/normal/00000616.wav,0_dB_fan/fan/id_06/normal/00000616.wav,fan,id_06,normal,True,True,0,microphone_channel_1,16000,10.000000,160000,096761d1907e711264ceedbb7bcfecdfd09db75e037ad5eabddd195729bca4cd
fan_id_06_normal_00000660_25aabd15cc,audio/fan/id_06/normal/00000660.wav,0_dB_fan/fan/id_06/normal/00000660.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,eaf9a79cceba90a86f58a728b0ea9764bde1856f047749f4d8abba1484a629ca
fan_id_06_normal_00000663_8fa84d9989,audio/fan/id_06/normal/00000663.wav,0_dB_fan/fan/id_06/normal/00000663.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,8e50eb9ae0f139080e7409a8917657c91c853bc15994f1767a28300430043118
fan_id_06_normal_00000676_3a7f1c18da,audio/fan/id_06/normal/00000676.wav,0_dB_fan/fan/id_06/normal/00000676.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,1d3e3adf2c4dd6496d4b0cf0ec307a02ad0f5fcf78577318336e73434bbd8d85
fan_id_06_normal_00000706_16cca2c28b,audio/fan/id_06/normal/00000706.wav,0_dB_fan/fan/id_06/normal/00000706.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,35e9d7e4feb8f9157725152e322f81713c90374ebed6de346aff0c3809e07546
fan_id_06_normal_00000709_42d09a6ab3,audio/fan/id_06/normal/00000709.wav,0_dB_fan/fan/id_06/normal/00000709.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,dcf82e084dd1099d9859033cd5f7f16bcba2c1e35847dd6cbd340d2e8a8bd95a
fan_id_06_normal_00000740_c5c2ff5666,audio/fan/id_06/normal/00000740.wav,0_dB_fan/fan/id_06/normal/00000740.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,39b9b1805239406eb23600bc023b8a4be08df7d6bef5728e9b526f6b6f895535
fan_id_06_normal_00000751_5402ac50fa,audio/fan/id_06/normal/00000751.wav,0_dB_fan/fan/id_06/normal/00000751.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,73aa8d7d2a30eb2985ce9e1e31ebe5a8360669eba923a700c8089f107e12b8b2
fan_id_06_normal_00000791_ec68d28ac6,audio/fan/id_06/normal/00000791.wav,0_dB_fan/fan/id_06/normal/00000791.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,8d74a9feba24419c535675a605ade583075550a35b9a2c5f9bae45a2ddb27f05
fan_id_06_normal_00000799_8825ece494,audio/fan/id_06/normal/00000799.wav,0_dB_fan/fan/id_06/normal/00000799.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,e20ba4c51876600d74234696b73906f7c3f31bdcda62cd2f25faa0f639337472
fan_id_06_normal_00000829_0bd4977cd2,audio/fan/id_06/normal/00000829.wav,0_dB_fan/fan/id_06/normal/00000829.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,752c9eaee99bcc30d7505d29ebec8fdd7487cf4355345fa4b5546cc48b5aced8
fan_id_06_normal_00000846_92990cc0c7,audio/fan/id_06/normal/00000846.wav,0_dB_fan/fan/id_06/normal/00000846.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,c0691ca7188b99620b84fbe811f139aff0e48bd678f529f8f0f601f7dd322eef
fan_id_06_normal_00000868_10638e9c9a,audio/fan/id_06/normal/00000868.wav,0_dB_fan/fan/id_06/normal/00000868.wav,fan,id_06,normal,False,True,0,microphone_channel_1,16000,10.000000,160000,cd85c61b597a9a8332dbca14391e0e42bde2df832416b7eed4b79b2f45c2ef2c
